_id,nick_name,gender,province,city,brief_introduction,birthday,sex_orientation,sentiment,vip_level,authentication,labels,tweets_num,follows_num,fans_num,url
1495357574,大数云海君,男,北京,Unknown,上市集团公司高级专家、IT副总，科技军事爱好者，关注互联网大数据云计算人工智能财金等,01-01,Unknown,Unknown,：6级,知名科学科普博主 头条文章作者,"区块链,智能制造,互联网",43369,3230,1996753,/yht2018
